User_ID,Location,Device_Info,IP_Address,Communication_Data,Gameplay_Info,Usage_Data,Cookie_ID,Log_Data,location
82119ecc-8d5a-4abb-9e24-d2253f14b1a2,"(32.157544, -124.115504)","('iPhone 13', 'iOS 14.7')",122.99.96.248,"me. I like the money."", ""Who's bought the collector's edition of the new cosmetic items in the money."", ""Who's going",2,1 hrs,C91762,Login: 2023-05-02 20:08; Logout: 2023-05-02 20:08,"(-16.451344459740973, -145.3438187072646)"
e617fa76-02f3-4427-b24a-4034f2d737dd,"(35.220374, -78.134696)",PS5,199.61.7.85,"""Joining race event before I just got this!"", ""nice shot"", ""good job"", ""gg no re"", ""gl hf"", ""i believe how",30,1 hrs,C75377,Login: 2023-05-09 11:41; Logout: 2023-05-09 11:41,"(-92.94014751946798, 226.36504167254685)"
9425043a-9c62-4160-94ac-6a06e0651c33,"(25.325327, -74.932395)","('iPhone 10', 'iOS 14.2')",14.53.35.95,"great!"", ""i need to spend real money on them."", ""I'm so overpowered."", ""I can't find anything."", ""I'm going to buy",43,6 hrs,C77884,Login: 2023-05-08 12:20; Logout: 2023-05-08 12:20,"(210.36067181501613, -175.8104353760759)"
f0f35474-1505-47d5-a862-495c2af4ba87,"(37.004059, -116.732268)","('Samsung Galaxy S22', 'Android 11.4')",55.48.31.119,"find anything."", ""Who's going to earn in-game currency grind is so glad they would stop putting pay-to-win mechanics, it looks",55,2 hrs,C78550,Login: 2023-05-09 01:43; Logout: 2023-05-09 01:43,"(95.62893178904602, -173.28793474852992)"
b3302d57-9fa6-4e98-8603-0c64255315d2,"(40.848193, -117.56372)","('Samsung Galaxy S20', 'Android 12.7')",207.101.223.191,"moving!"", ""stick together!"", ""use your ult!"", ""enemy ult incoming!"", ""reinforcements inbound!"", ""hold the cost."", ""I'm saving up for the new",44,5 hrs,C77266,Login: 2023-05-02 03:31; Logout: 2023-05-02 03:31,"(196.20985234571782, 69.17742591783151)"
5d76a6c2-bd5a-4be1-bb3b-bbc0fe09505b,"(47.562159, -99.038343)","('Samsung Galaxy S23', 'Android 12.6')",42.215.110.134,"shot"", ""good call!"", ""thanks for that new weapon skin to wait for virtual currency."", ""I wish they would stop putting",6,1 hrs,C38211,Login: 2023-05-09 00:02; Logout: 2023-05-09 00:02,"(110.36607002820114, -228.14889400628476)"
a9956d9d-3db8-4037-820f-42f457f0c1a3,"(43.580317, -117.464435)","('iPhone 11', 'iOS 14.6')",43.223.185.164,"stick to wait for virtual currency."", ""I spent way too much money on in-game items in the season pass, I'm",38,5 hrs,C49482,Login: 2023-05-06 08:15; Logout: 2023-05-06 08:15,"(178.10013618941744, -136.12352086709396)"
ef7f64b7-6931-4b43-a87c-c54e31cef4f1,"(28.959433, -76.229679)","('iPhone 11', 'iOS 14.5')",145.225.250.255,"""you're a pro!"", ""you're a god!"", ""that was legendary!"", ""gg, well played!"",",94,5 hrs,C39065,Login: 2023-05-04 02:42; Logout: 2023-05-04 02:42,"(13.242874189655195, 227.9702549998373)"
b8712546-db73-44ec-803c-0574c3adf445,"(40.59576, -75.751429)",Xbox Series X,189.189.30.79,"inbound!"", ""hold the line!"", ""behind you!"", ""go, go, go!"", ""stay safe!"", ""game on!"", ""Has anyone bought the help!"", ""you got",26,2 hrs,C77537,Login: 2023-05-05 01:33; Logout: 2023-05-05 01:33,"(-108.66463806441088, -20.596943315067435)"
3b6cecbd-2bd1-4df6-8f61-3616164ce7bc,"(46.5786, -122.524243)","('Samsung Galaxy S23', 'Android 11.7')",118.48.7.251,"Same here. I don't want to buy in-game item seller, I'm so expensive, I can afford them."", ""I'm going to",45,2 hrs,C33079,Login: 2023-05-04 00:44; Logout: 2023-05-04 00:44,"(41.35390131188461, 65.7792480811817)"
f74c894c-190e-49e1-9c21-9dceb72eb50c,"(33.684552, -86.378665)","('iPhone 12', 'iOS 14.8')",66.195.201.138,"""i'm out of the in-game items in you!"", ""great teamwork!"", ""we can be more ways to play!"", ""The new DLC."",",56,3 hrs,C95316,Login: 2023-05-03 15:45; Logout: 2023-05-03 15:45,"(-182.46631693113227, -98.42960253675348)"
690d4dfb-c788-4283-be29-a1ca985a0ce7,"(26.308339, -110.929922)",Xbox Series X,106.11.135.191,"clear!"", ""incoming!"", ""flanking left/right!"", ""i'm out of the in-game item seller, I'm going to wait for a good to spend",70,3 hrs,C65084,Login: 2023-05-03 15:41; Logout: 2023-05-03 15:41,"(400.6343669687008, 44.79580265351467)"
3f70d3c8-0caa-4177-ab36-b98334983177,"(34.995422, -67.598116)",Xbox Series X,125.169.165.111,"""defend the game?"", ""I can't believe how much they're charging for a good to be more in-game currency pack."", ""I'm",30,3 hrs,C20550,Login: 2023-05-02 23:02; Logout: 2023-05-02 23:02,"(99.26101991496392, 36.87822093892426)"
167e77fd-f587-4ba6-9018-06ffaa997620,"(26.028386, -75.343921)",PS5,34.193.97.43,"objective!"", ""defend the game."", ""The new map pack is so fun to buy them all. I'm going to progress."", ""I",48,2 hrs,C51993,Login: 2023-05-06 08:18; Logout: 2023-05-06 08:18,"(-21.753387637845318, -76.89677142688505)"
77d75335-93c0-484c-bfc0-47a1249395b9,"(45.440582, -118.435342)","('Samsung Galaxy S21', 'Android 12.6')",123.214.102.94,"pay-to-win items are so slow, I'm so glad they all the season pass this year?"", ""I'm going to wait for",63,3 hrs,C70844,Login: 2023-05-05 20:11; Logout: 2023-05-05 20:11,"(83.72511247728669, -129.0880455382863)"
aface391-28a3-40a2-9d56-754fb8ea687a,"(45.107901, -91.195737)","('iPhone 10', 'iOS 14.3')",105.241.180.122,"""I don't mind spending money on in-game items, but they need to be reasonably priced."",",28,2 hrs,C63906,Login: 2023-05-02 08:46; Logout: 2023-05-02 08:46,"(35.44991186115023, -36.39198267271212)"
5f8b7af4-7721-4bd8-90ff-ba8251fd9a09,"(25.109925, -98.855652)","('iPhone 10', 'iOS 14.9')",83.109.39.130,"from that new character. Me too. I spent way too much money on in-game items."", ""I spent way too much",44,3 hrs,C42484,Login: 2023-05-05 08:33; Logout: 2023-05-05 08:33,"(-25.698682497358885, -81.88061537642238)"
f2ab7099-a331-4605-80af-c1acbbb1ec22,"(24.188075, -117.057406)","('iPhone 11', 'iOS 14.8')",34.45.167.10,"exclusive items last month."", ""The new emotes are so cool, I just got this!"", ""we make a raid"", ""Looking for",33,1 hrs,C21972,Login: 2023-05-05 21:22; Logout: 2023-05-05 21:22,"(244.12719645955693, -92.77904829600179)"
a4b496fb-086d-4a64-b31d-0e85c24c6bb4,"(39.557522, -69.902283)",PS5,24.196.185.204,"stick to the objective!"", ""all clear!"", ""incoming!"", ""flanking left/right!"", ""i'm on sale before I can justify the plan!"", ""stay focused!"",",88,2 hrs,C96160,Login: 2023-05-07 11:33; Logout: 2023-05-07 11:33,"(-135.9971856593392, -100.84121931810263)"
cbfd6b27-a549-4d17-8a44-e6ef8cae6907,"(31.028731, -73.311231)",Xbox Series X,25.3.236.141,"update yet? Yeah, it looks amazing. I can't find anything."", ""I'm tempted to wait for everyone. I'm saving up for",14,5 hrs,C70536,Login: 2023-05-05 20:19; Logout: 2023-05-05 20:19,"(12.461054511049557, -134.89202860476496)"
69cf3e32-88f0-4631-ab58-b1b290de65f2,"(29.835981, -71.387685)",Xbox Series X,103.245.146.11,"game, but I got a beast!"", ""i'm pinned down!"", ""hold the line!"", ""behind you!"", ""great teamwork!"", ""we make a good",10,4 hrs,C65630,Login: 2023-05-06 20:55; Logout: 2023-05-06 20:55,"(34.591771848005294, -186.25375542322644)"
bce0b488-d2ee-4782-87d6-2763210cc21e,"(36.544818, -88.389102)","('iPhone 12', 'iOS 15.4')",102.34.211.65,"know if I wonder what's up? Not much, just got a wizard!"", ""you're fast!"", ""you're a play!"", ""you're unstoppable!"", ""that",28,5 hrs,C13992,Login: 2023-05-05 07:26; Logout: 2023-05-05 07:26,"(51.17650677948602, 43.36861656646052)"
4e79af02-65c6-4850-bdbe-8cff26869e7e,"(27.707745, -101.922636)","('iPhone 10', 'iOS 14.4')",11.142.10.138,"pack."", ""I'm tired of the new content. ""Join my life!"", ""sorry, my bad!"", ""no worries!"", ""it happens!"", ""keep moving!"", ""stick",61,2 hrs,C66879,Login: 2023-05-09 03:55; Logout: 2023-05-09 03:55,"(51.00859931600412, -36.51821261191026)"
dc40d09a-1735-4422-a351-cff4d0fbe99a,"(29.619511, -104.787429)",Xbox Series X,106.48.238.101,"pass."", ""The new content. ""Join my bad!"", ""no problem"", ""let's go on sale before I don't think of games with",38,1 hrs,C80304,Login: 2023-05-08 02:53; Logout: 2023-05-08 02:53,"(-150.64254100929122, -453.3511746381554)"
2a59e022-8bbd-4187-8675-4072082074a9,"(45.130007, -102.490076)",Xbox Series X,198.59.86.99,"""I wish they would stop putting ads for in-game purchases everywhere."",",40,1 hrs,C48123,Login: 2023-05-06 05:25; Logout: 2023-05-06 05:25,"(70.59581272095444, 14.686326433850837)"
a52b32b7-0aa3-4a44-bed4-f6448909207f,"(30.812967, -72.272724)",PS5,185.177.71.237,"""don't give up!"", ""take care!"", ""good job"", ""gg wp"", ""well played"", ""omw"", ""brb"", ""afk"", ""gg wp"", ""well played"", ""omw"", ""brb"",",16,4 hrs,C58657,Login: 2023-05-08 06:36; Logout: 2023-05-08 06:36,"(-60.07493073357297, -106.55977301368436)"
23c203c2-ca01-49ff-adee-d205ea5938eb,"(32.341704, -99.852336)",Xbox Series X,81.84.118.109,"""new strategy?"", ""that worked well!"", ""good call!"", ""thanks for all the collector's edition of ammo"", ""cover me"", ""thanks"", ""you're a",56,2 hrs,C67040,Login: 2023-05-02 04:19; Logout: 2023-05-02 04:19,"(232.3420912055962, -90.61214157219267)"
90832716-79fe-41db-bed1-b40c296cda66,"(35.885298, -114.982525)",Xbox Series X,135.123.185.219,"alert!"", ""let's do it ruins the money."", ""I'm tempted to the season pass this year?"", ""I'm trying to wait for",14,2 hrs,C50022,Login: 2023-05-01 13:14; Logout: 2023-05-01 13:14,"(8.618431998325281, -188.52344679302396)"
cdeec771-b0cc-409a-98ef-735f3065fc02,"(34.322457, -68.95118)","('Samsung Galaxy S22', 'Android 12.1')",43.58.15.152,"that loot boxes recently?"", ""I hate when they added that new game mode, it ruins the new cosmetic items last",33,4 hrs,C37844,Login: 2023-05-06 05:05; Logout: 2023-05-06 05:05,"(-220.09647160868826, -107.82885595432)"
ce0ea207-a2c2-4936-80d5-5e75d2755c16,"(47.317305, -113.752822)",PS5,32.80.20.178,"by an in-game items to play!"", ""you're a good idea. The new store is down again, I like the new",95,3 hrs,C69829,Login: 2023-05-01 00:55; Logout: 2023-05-01 00:55,"(48.2842518689388, -296.5578060663151)"
c0f9952f-ef93-4a90-bcd9-4d1a4f96fb4b,"(24.054839, -94.069126)","('iPhone 10', 'iOS 14.6')",120.159.34.144,"drop from a good one!"", ""that was epic!"", ""what a discount code for the new character, it ruins the collector's",62,6 hrs,C62821,Login: 2023-05-05 21:10; Logout: 2023-05-05 21:10,"(-34.45153437217714, -153.35364939770878)"
e277d0f6-a2d9-49c1-9c3f-14c8ddd0b2da,"(36.278419, -113.501564)",PS5,82.15.179.173,"scammed by an in-game items."", ""I wish they would stop putting pay-to-win items to get. I know, right? I just",72,2 hrs,C48363,Login: 2023-05-03 17:46; Logout: 2023-05-03 17:46,"(-95.98096464817921, -94.25530357077838)"
61c725c6-0eae-4404-9f63-e45613c89f46,"(40.387013, -106.422143)",Xbox Series X,155.15.42.203,"""that was legendary!"", ""gg, well played!"", ""that was insane!"", ""let's do you guys think of games with my money."", ""Who's",79,1 hrs,C85909,Login: 2023-05-05 04:02; Logout: 2023-05-05 04:02,"(2.410841173410006, -83.31382254027844)"
505e6820-fa90-4e1f-890f-b11f293fa099,"(35.616729, -115.349592)",PS5,130.75.118.197,"legend!"", ""nice move!"", ""that worked well!"", ""good call!"", ""thanks for a ninja!"", ""you're agile!"", ""you're a hero!"", ""you're unstoppable!"", ""that",36,2 hrs,C22368,Login: 2023-05-06 22:46; Logout: 2023-05-06 22:46,"(161.6869261653067, -180.12558152920755)"
2822e174-d0ed-4504-bb80-bb79d15be57c,"(28.587594, -97.150544)",PS5,170.135.114.244,"stick to wait for virtual currency."", ""I spent way too much money on in-game items in the season pass, I'm",48,4 hrs,C98164,Login: 2023-05-01 15:38; Logout: 2023-05-01 15:38,"(-161.76908199264022, -94.92329482306255)"
4e8197ac-f7eb-4b20-adc1-ecbcb9c64c8a,"(48.067851, -116.106036)","('Samsung Galaxy S20', 'Android 11.7')",157.31.218.73,"sharpshooter!"", ""you're on in-game items in the cost."", ""I'm trying to buy any more in-game",86,4 hrs,C94648,Login: 2023-05-03 19:09; Logout: 2023-05-03 19:09,"(122.50729041508205, -268.5026818901661)"
b14d30e8-2442-4124-bb84-47ec353a1006,"(39.997396, -109.132031)",Xbox Series X,161.39.49.216,"was epic!"", ""what a ninja!"", ""you're a legendary drop from that new emotes? They're so cool, but I just bought",43,6 hrs,C80394,Login: 2023-05-04 18:01; Logout: 2023-05-04 18:01,"(53.42421146357217, -68.71730333875894)"
2559423a-e95d-4eb4-b117-9b96df9a48e3,"(40.215446, -93.458509)",PS5,156.188.39.168,"this!"", ""i'm pinned down!"", ""hold the next event in the limited edition of control."" ""Who's bought the game?"", ""The in-game",53,2 hrs,C87533,Login: 2023-05-03 19:03; Logout: 2023-05-03 19:03,"(59.175971032110155, 61.83596000896647)"
55f51d8e-44e4-42ae-b710-6d25dfedac69,"(43.166922, -70.428993)",PS5,133.148.218.84,"seen the money."", ""Who's going to buy with real money on sale before I wish they would stop putting ads",72,2 hrs,C77968,Login: 2023-05-05 02:40; Logout: 2023-05-05 02:40,"(82.04033845906278, -72.68023711446452)"
22c7251d-7638-460e-b8f9-7b8040e48e58,"(30.637563, -112.875732)",Xbox Series X,62.157.235.80,"put exclusive items go on it!"", ""watch out!"", ""need backup!"", ""covering fire!"", ""attack the cost."", ""I'm tired of games and",94,5 hrs,C40350,Login: 2023-05-04 15:13; Logout: 2023-05-04 15:13,"(79.67100443114546, 15.757103271788054)"
410ab41d-935a-4fc2-a5b0-f92873a3c852,"(42.257172, -78.238772)","('Samsung Galaxy S20', 'Android 12.8')",132.64.22.192,"""stick together!"", ""use your next event in Minecraft"", ""Joining race event in the experience."", ""Who's going to spend real money."",",57,6 hrs,C78206,Login: 2023-05-07 14:29; Logout: 2023-05-07 14:29,"(45.06637920107842, 81.8927799073342)"
0dd39068-5ca5-4b51-9c94-2db4de2cbdcb,"(27.438498, -114.478905)",Xbox Series X,69.108.11.15,"""The in-game currency grind is so slow, I'm thinking about buying some."",",25,5 hrs,C61728,Login: 2023-05-03 10:02; Logout: 2023-05-03 10:02,"(123.24846400639711, -290.12294548169893)"
8f6a923d-5b00-4e34-a380-af4e15f3c8a2,"(40.615506, -97.257045)",Xbox Series X,153.143.227.53,"""I don't mind spending money on in-game items, but they need to be reasonably priced."",",11,5 hrs,C48829,Login: 2023-05-04 01:46; Logout: 2023-05-04 01:46,"(20.890012977212315, -32.13805843463845)"
2d13478a-772b-4fb3-b309-ffe808a87d17,"(31.413194, -81.343573)",Xbox Series X,25.107.151.253,"focused!"", ""stay safe!"", ""game on!"", ""Has anyone bought the objective!"", ""defend the money."", ""I'm going to get. I just bought",44,2 hrs,C81317,Login: 2023-05-01 00:58; Logout: 2023-05-01 00:58,"(159.61607391115675, 155.90113577870414)"
d3efe986-6e88-4c1d-8290-bbe217b9a89b,"(39.717609, -77.104884)","('Samsung Galaxy S21', 'Android 11.6')",199.193.62.132,"""watch out!"", ""need backup!"", ""covering fire!"", ""attack the objective!"", ""all clear!"", ""incoming!"", ""flanking left/right!"", ""i'm pinned down!"", ""hold the in-game",64,3 hrs,C76270,Login: 2023-05-04 21:51; Logout: 2023-05-04 21:51,"(126.00883431675913, -284.6239192659601)"
ebf7d538-1eb0-49b8-a213-51c21a9c920a,"(28.950149, -89.232142)",PS5,192.237.135.206,"emotes are they?"", ""they're flanking us!"", ""fall back!"", ""push forward!"", ""regroup!"", ""split up!"", ""you're agile!"", ""you're a good team!"", ""let's",23,2 hrs,C22461,Login: 2023-05-01 09:52; Logout: 2023-05-01 09:52,"(53.228880667739304, 94.08298295787405)"
6ef0c81f-2662-4c97-b585-830e889a4fe6,"(38.555837, -116.206427)","('iPhone 10', 'iOS 14.8')",22.17.120.184,"""regroup!"", ""split up!"", ""stay safe!"", ""game on!"", ""Has anyone bought the game?"", ""I just got a tank!"", ""you're doing great!"",",87,2 hrs,C83116,Login: 2023-05-06 14:56; Logout: 2023-05-06 14:56,"(13.99392608430584, -121.9781297853347)"
ec2bb69b-f376-4c78-a29d-5aae829cad17,"(37.785359, -76.006055)","('Samsung Galaxy S20', 'Android 11.9')",60.253.142.29,"played!"", ""that was legendary!"", ""gg, well played!"", ""that was a pro!"", ""you're unstoppable!"", ""that was sneaky!"", ""nice shot"", ""good call!"",",87,4 hrs,C52698,Login: 2023-05-03 13:02; Logout: 2023-05-03 13:02,"(22.268473095235862, -28.188392200266904)"
c6c40673-0f14-496d-b30c-78e437d76437,"(28.318828, -118.010181)",PS5,116.24.133.212,"help!"", ""you saved my life!"", ""sorry, my entire paycheck on in-game items. That's a tank!"", ""you're welcome"", ""sorry"", ""no problem"",",63,6 hrs,C12671,Login: 2023-05-02 11:07; Logout: 2023-05-02 11:07,"(63.13366894007217, -220.06784233379818)"
b26f3d16-a5da-4674-ad62-ba046dfa7f05,"(35.037784, -74.222622)",PS5,154.72.187.31,"again!"", ""new strategy?"", ""that worked well!"", ""good luck in the new emotes are so cool, I buy any loot box!",27,1 hrs,C78032,Login: 2023-05-03 22:29; Logout: 2023-05-03 22:29,"(-384.22571057256323, -129.59754682124736)"
e518e423-39bc-4661-aa47-19f0f9d1aacf,"(29.280227, -74.192813)","('iPhone 10', 'iOS 14.8')",199.0.71.176,"month. Same here. I don't want to spend real money."", ""I can't believe how much they're charging for resources in",81,5 hrs,C60362,Login: 2023-05-06 19:48; Logout: 2023-05-06 19:48,"(90.23526327058651, -504.4309443263249)"
d19b9b1a-6230-43d3-aac7-5bc810c3c4d9,"(37.549755, -118.280725)","('Samsung Galaxy S23', 'Android 12.0')",56.159.193.74,"ult incoming!"", ""reinforcements inbound!"", ""hold on!"", ""Has anyone bought any more in-game currency pack."", ""I'm trying to buy that in-game",33,2 hrs,C40941,Login: 2023-05-02 14:07; Logout: 2023-05-02 14:07,"(-15.095563829800874, -279.14709484360617)"
f9f95b37-be14-42bc-98fb-0f827088fa8b,"(28.529534, -89.053772)",PS5,170.110.81.130,"""The new emotes? They're so glad they put exclusive items to buy the experience."", ""Who's going to spend real money."",",63,5 hrs,C54033,Login: 2023-05-07 10:33; Logout: 2023-05-07 10:33,"(83.73367791725362, -104.04763261175437)"
8de2961b-7e04-45e7-9bc0-4e8dbe04f893,"(29.135186, -113.465492)","('Samsung Galaxy S22', 'Android 12.9')",74.31.3.241,"a discount code for that XP boost, but they would stop putting pay-to-win mechanics, it looks amazing. I can't believe",47,5 hrs,C78652,Login: 2023-05-08 22:57; Logout: 2023-05-08 22:57,"(153.40439981845583, -33.292768282207604)"
d26ef969-b86c-466e-9092-2fca5c7d31d8,"(30.260527, -100.37415)",Xbox Series X,114.48.23.150,"justify the experience."", ""Who's going to wait for the game. Agreed. It ruins the money."", ""I just bought the season",57,2 hrs,C56530,Login: 2023-05-01 22:27; Logout: 2023-05-01 22:27,"(-275.4879958876209, -244.64225362894803)"
8c872404-2374-4bc5-bc3f-caabe0f94875,"(27.10435, -108.451681)",PS5,144.130.59.20,"map pack is ridiculous."", ""I wish they all the bomb!"", ""defusing the room!"", ""grenade!"", ""planting the new store layout is",63,2 hrs,C48804,Login: 2023-05-06 20:46; Logout: 2023-05-06 20:46,"(59.45712457670214, -67.466390119337)"
f6017157-9370-4d59-949a-d18cfa534fa4,"(25.046836, -95.781486)","('Samsung Galaxy S21', 'Android 12.8')",185.178.72.184,"are so cool, I just bought the room!"", ""grenade!"", ""planting the plan!"", ""stay positive!"", ""you're a tank!"", ""you're a good",64,6 hrs,C27615,Login: 2023-05-02 19:22; Logout: 2023-05-02 19:22,"(143.74208439265885, -148.0303300760951)"
4c275971-3004-41bb-b9b0-8553406f02a3,"(42.114551, -72.793829)","('Samsung Galaxy S22', 'Android 11.5')",70.173.194.2,"they?"", ""they're flanking us!"", ""fall back!"", ""push forward!"", ""regroup!"", ""split up!"", ""I don't think I buy the game."", ""The in-game",76,4 hrs,C82874,Login: 2023-05-03 21:20; Logout: 2023-05-03 21:20,"(124.5421340497088, -103.93259019879721)"
7f4d7420-2bb3-4085-8906-4b4fbdca9a6a,"(33.733269, -81.659562)","('iPhone 12', 'iOS 14.6')",208.255.244.164,"anything. Yeah, I just got a good match!"", ""stay safe!"", ""game on!"", ""you got this!"", ""i'm pinned down!"", ""hold on!"",",18,3 hrs,C47172,Login: 2023-05-02 05:47; Logout: 2023-05-02 05:47,"(-28.1756981686327, -45.500117580328975)"
62c70c2f-283f-4f3d-97d2-c970960d0430,"(35.753513, -87.13079)","('Samsung Galaxy S22', 'Android 12.2')",99.82.3.199,"putting pay-to-win mechanics, it takes some games and level up! Sounds good one!"", ""see you tried the money."", ""I'm going",21,6 hrs,C89262,Login: 2023-05-04 05:13; Logout: 2023-05-04 05:13,"(71.13699355441486, -196.8787093909453)"
d8ffdc00-938a-4995-bff2-dd6e6fb368be,"(35.945406, -120.023811)","('Samsung Galaxy S22', 'Android 11.3')",222.190.169.1,"""reinforcements inbound!"", ""hold the game?"", ""I can't find anything. Yeah, I don't want to earn in-game currency grind is down",51,2 hrs,C87471,Login: 2023-05-03 16:32; Logout: 2023-05-03 16:32,"(-42.37039174575897, 37.07834389159808)"
71b7304d-963b-452c-9f23-6360fc230795,"(39.710901, -124.609373)",Xbox Series X,71.116.187.10,"base game."", ""The new in-game items to wait for that in-game items in Minecraft"", ""Joining race event before I don't",16,3 hrs,C24403,Login: 2023-05-09 10:32; Logout: 2023-05-09 10:32,"(-58.369855974463924, -56.984442142629035)"
f4ff13ca-1747-4382-ae4e-8f69a9076b4e,"(41.677736, -99.933832)","('Samsung Galaxy S20', 'Android 11.5')",124.239.177.36,"paycheck on sale before I buy any more ways to buy any loot box! Nice, that's awesome! I don't mind",38,5 hrs,C92410,Login: 2023-05-05 01:14; Logout: 2023-05-05 01:14,"(116.38024062572524, -112.28310034614934)"
ca5b27ae-6d4c-4c57-b39c-f7bc342bd44c,"(46.479588, -113.261391)","('Samsung Galaxy S23', 'Android 13.0')",66.6.253.250,"bomb!"", ""i need to spend my life!"", ""sorry, my entire paycheck on it!"", ""watch out!"", ""need backup!"", ""covering fire!"", ""attack",29,5 hrs,C19442,Login: 2023-05-09 12:43; Logout: 2023-05-09 12:43,"(255.43733077891866, -139.18323790658565)"
0a3204a8-7f4d-4c18-bb56-cf75d1dfea00,"(24.677892, -81.486065)",PS5,193.35.54.197,"DLC yet?"", ""What do it should have to save up for that skin!"", ""I'm trying to buy that in-game item",15,6 hrs,C52018,Login: 2023-05-03 15:49; Logout: 2023-05-03 15:49,"(215.3498816116579, -28.647882242157564)"
845fb1ef-77da-43b8-8d77-76f84a7fa41c,"(35.268097, -71.912473)",PS5,156.201.145.87,"""no worries!"", ""it happens!"", ""keep trying!"", ""better luck next time!"", ""don't give up!"", ""take care!"", ""good call!"", ""thanks for resources",65,5 hrs,C89563,Login: 2023-05-01 15:08; Logout: 2023-05-01 15:08,"(-416.71459289699277, 86.02201315979534)"
a5ee35fd-a2b5-45a5-b53a-95ebec128dd3,"(26.121309, -108.159681)",Xbox Series X,36.119.109.107,I'm saving up for the new weapon skin. It looks amazing.,70,3 hrs,C25804,Login: 2023-05-08 08:58; Logout: 2023-05-08 08:58,"(-190.12205230672464, -197.0924707857015)"
2ab87cc9-8ea8-4be9-b40e-8bf09d78217e,"(29.56232, -123.525271)","('iPhone 12', 'iOS 15.4')",15.189.160.115,"money on in-game store is so slow, I'm going to be more in-game store that you to buy the experience",4,5 hrs,C33572,Login: 2023-05-07 02:41; Logout: 2023-05-07 02:41,"(-116.56406269888453, -150.19682067012576)"
